URL,Goal Type,Score,Player,Elapsed Time,Added Time
https://www.xscores.com/soccer/match/manchester-city-vs-tottenham/03-12-2023/2139548,Regular goal,2-1,Phil Foden,31,0
https://www.xscores.com/soccer/match/manchester-city-vs-tottenham/03-12-2023/2139548,Regular goal,2-2,Giovani Lo Celso,69,0
https://www.xscores.com/soccer/match/manchester-city-vs-tottenham/03-12-2023/2139548,Regular goal,3-2,Jack Grealish,81,0
https://www.xscores.com/soccer/match/manchester-city-vs-tottenham/03-12-2023/2139548,Regular goal,3-3,Dejan Kulusevski,90,0
https://www.xscores.com/soccer/match/wolverhampton-vs-burnley/05-12-2023/2139569,Regular goal,1-0,Hee-Chan Hwang,42,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,0-1,Gabriel Martinelli,20,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,1-1,Gabriel Osho,25,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,1-2,Gabriel Jesus,45,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,2-2,Elijah Adebayo,49,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,3-2,Ross Barkley,57,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,3-3,Kai Havertz,60,0
https://www.xscores.com/soccer/match/luton-vs-arsenal/05-12-2023/2139560,Regular goal,3-4,Declan Rice,90,7
https://www.xscores.com/soccer/match/brighton-vs-brentford/06-12-2023/2139564,Penalty,0-1,Bryan Mbeumo,27,0
https://www.xscores.com/soccer/match/brighton-vs-brentford/06-12-2023/2139564,Regular goal,1-1,Pascal Gross,31,0
https://www.xscores.com/soccer/match/brighton-vs-brentford/06-12-2023/2139564,Regular goal,2-1,Jack Hinshelwood,52,0
https://www.xscores.com/soccer/match/crystal-palace-vs-bournemouth/06-12-2023/2139570,Regular goal,0-1,Marcos Senesi,25,0
https://www.xscores.com/soccer/match/crystal-palace-vs-bournemouth/06-12-2023/2139570,Regular goal,0-2,Kieffer Moore,90,1
https://www.xscores.com/soccer/match/fulham-vs-nottingham-forest/06-12-2023/2139559,Regular goal,1-0,Alex Iwobi,30,0
https://www.xscores.com/soccer/match/fulham-vs-nottingham-forest/06-12-2023/2139559,Regular goal,2-0,Raul Jimenez,34,0
https://www.xscores.com/soccer/match/fulham-vs-nottingham-forest/06-12-2023/2139559,Regular goal,3-0,Raul Jimenez,54,0
https://www.xscores.com/soccer/match/fulham-vs-nottingham-forest/06-12-2023/2139559,Regular goal,4-0,Alex Iwobi,73,0
https://www.xscores.com/soccer/match/fulham-vs-nottingham-forest/06-12-2023/2139559,Regular goal,5-0,Tom Cairney,86,0
https://www.xscores.com/soccer/match/sheffield-united-vs-liverpool/06-12-2023/2139561,Regular goal,0-1,Virgil van Dijk,37,0
https://www.xscores.com/soccer/match/sheffield-united-vs-liverpool/06-12-2023/2139561,Regular goal,0-2,Dominik Szoboszlai,90,4
https://www.xscores.com/soccer/match/aston-villa-vs-manchester-city/06-12-2023/2139565,Regular goal,1-0,Leon Bailey,74,0
https://www.xscores.com/soccer/match/manchester-united-vs-chelsea/06-12-2023/2139576,Regular goal,1-0,Scott McTominay,19,0
https://www.xscores.com/soccer/match/manchester-united-vs-chelsea/06-12-2023/2139576,Regular goal,1-1,Cole Palmer,45,0
https://www.xscores.com/soccer/match/manchester-united-vs-chelsea/06-12-2023/2139576,Regular goal,2-1,Scott McTominay,69,0
https://www.xscores.com/soccer/match/everton-vs-newcastle/07-12-2023/2139563,Regular goal,1-0,Dwight McNeil,79,0
https://www.xscores.com/soccer/match/everton-vs-newcastle/07-12-2023/2139563,Regular goal,2-0,Abdoulaye Doucoure,86,0
https://www.xscores.com/soccer/match/everton-vs-newcastle/07-12-2023/2139563,Regular goal,3-0,Beto,90,6
https://www.xscores.com/soccer/match/tottenham-vs-west-ham/07-12-2023/2139562,Regular goal,1-0,Cristian Romero,11,0
https://www.xscores.com/soccer/match/tottenham-vs-west-ham/07-12-2023/2139562,Regular goal,1-1,Jarrod Bowen,52,0
https://www.xscores.com/soccer/match/tottenham-vs-west-ham/07-12-2023/2139562,Regular goal,1-2,James Ward-Prowse,74,0
https://www.xscores.com/soccer/match/crystal-palace-vs-liverpool/09-12-2023/2139573,Penalty,1-0,Jean-Philippe Mateta,57,0
https://www.xscores.com/soccer/match/crystal-palace-vs-liverpool/09-12-2023/2139573,Regular goal,1-1,Mohamed Salah,76,0
https://www.xscores.com/soccer/match/crystal-palace-vs-liverpool/09-12-2023/2139573,Regular goal,1-2,Harvey Elliott,90,1
https://www.xscores.com/soccer/match/brighton-vs-burnley/09-12-2023/2139574,Regular goal,0-1,Wilson Odobert,45,0
https://www.xscores.com/soccer/match/brighton-vs-burnley/09-12-2023/2139574,Regular goal,1-1,Simon Adingra,77,0
https://www.xscores.com/soccer/match/manchester-united-vs-bournemouth/09-12-2023/2139584,Regular goal,0-1,Dominic Solanke,5,0
https://www.xscores.com/soccer/match/manchester-united-vs-bournemouth/09-12-2023/2139584,Regular goal,0-2,Philip Billing,68,0
https://www.xscores.com/soccer/match/manchester-united-vs-bournemouth/09-12-2023/2139584,Regular goal,0-3,Marcos Senesi,73,0
https://www.xscores.com/soccer/match/sheffield-united-vs-brentford/09-12-2023/2139583,Regular goal,1-0,James McAtee,45,1
https://www.xscores.com/soccer/match/wolverhampton-vs-nottingham-forest/09-12-2023/2139581,Regular goal,0-1,Harry Toffolo,14,0
https://www.xscores.com/soccer/match/wolverhampton-vs-nottingham-forest/09-12-2023/2139581,Regular goal,1-1,Matheus Cunha,32,0
https://www.xscores.com/soccer/match/aston-villa-vs-arsenal/09-12-2023/2139575,Regular goal,1-0,John McGinn,7,0
https://www.xscores.com/soccer/match/everton-vs-chelsea/10-12-2023/2139572,Regular goal,1-0,Abdoulaye Doucoure,54,0
https://www.xscores.com/soccer/match/everton-vs-chelsea/10-12-2023/2139572,Regular goal,2-0,Lewis Dobbin,90,2
https://www.xscores.com/soccer/match/fulham-vs-west-ham/10-12-2023/2139571,Regular goal,1-0,Raul Jimenez,22,0
https://www.xscores.com/soccer/match/fulham-vs-west-ham/10-12-2023/2139571,Regular goal,2-0,Willian,31,0
https://www.xscores.com/soccer/match/fulham-vs-west-ham/10-12-2023/2139571,Regular goal,3-0,Tosin Adarabioyo,40,0
https://www.xscores.com/soccer/match/fulham-vs-west-ham/10-12-2023/2139571,Regular goal,4-0,Harry Wilson,60,0
https://www.xscores.com/soccer/match/fulham-vs-west-ham/10-12-2023/2139571,Regular goal,5-0,Vinicius,88,0
https://www.xscores.com/soccer/match/luton-vs-manchester-city/10-12-2023/2139585,Regular goal,1-0,Elijah Adebayo,45,2
https://www.xscores.com/soccer/match/luton-vs-manchester-city/10-12-2023/2139585,Regular goal,1-1,Bernardo Silva,62,0
https://www.xscores.com/soccer/match/luton-vs-manchester-city/10-12-2023/2139585,Regular goal,1-2,Jack Grealish,65,0
https://www.xscores.com/soccer/match/tottenham-vs-newcastle/10-12-2023/2139582,Regular goal,1-0,Iyenoma Udogie,26,0
https://www.xscores.com/soccer/match/tottenham-vs-newcastle/10-12-2023/2139582,Regular goal,2-0,Richarlison,38,0
https://www.xscores.com/soccer/match/tottenham-vs-newcastle/10-12-2023/2139582,Regular goal,3-0,Richarlison,60,0
https://www.xscores.com/soccer/match/tottenham-vs-newcastle/10-12-2023/2139582,Penalty,4-0,Heung-Min Son,85,0
https://www.xscores.com/soccer/match/tottenham-vs-newcastle/10-12-2023/2139582,Regular goal,4-1,Joelinton,90,1
https://www.xscores.com/soccer/match/nottingham-forest-vs-tottenham/15-12-2023/2139593,Regular goal,0-1,Richarlison,45,2
https://www.xscores.com/soccer/match/nottingham-forest-vs-tottenham/15-12-2023/2139593,Regular goal,0-2,Dejan Kulusevski,65,0
https://www.xscores.com/soccer/match/chelsea-vs-sheffield-united/16-12-2023/2139592,Regular goal,1-0,Cole Palmer,54,0
https://www.xscores.com/soccer/match/chelsea-vs-sheffield-united/16-12-2023/2139592,Regular goal,2-0,Nicolas Jackson,61,0
https://www.xscores.com/soccer/match/manchester-city-vs-crystal-palace/16-12-2023/2139590,Regular goal,1-0,Jack Grealish,24,0
https://www.xscores.com/soccer/match/manchester-city-vs-crystal-palace/16-12-2023/2139590,Regular goal,2-0,Rico Lewis,54,0
https://www.xscores.com/soccer/match/manchester-city-vs-crystal-palace/16-12-2023/2139590,Regular goal,2-1,Jean-Philippe Mateta,76,0
https://www.xscores.com/soccer/match/manchester-city-vs-crystal-palace/16-12-2023/2139590,Penalty,2-2,Michael Olise,90,5
https://www.xscores.com/soccer/match/newcastle-vs-fulham/16-12-2023/2139589,Regular goal,1-0,Lewis Miley,57,0
https://www.xscores.com/soccer/match/newcastle-vs-fulham/16-12-2023/2139589,Regular goal,2-0,Miguel Almiron,64,0
https://www.xscores.com/soccer/match/newcastle-vs-fulham/16-12-2023/2139589,Regular goal,3-0,Daniel Burn,82,0
https://www.xscores.com/soccer/match/burnley-vs-everton/16-12-2023/2139577,Regular goal,0-1,Amadou Onana,19,0
https://www.xscores.com/soccer/match/burnley-vs-everton/16-12-2023/2139577,Regular goal,0-2,Michael Keane,25,0
https://www.xscores.com/soccer/match/arsenal-vs-brighton/17-12-2023/2139579,Regular goal,1-0,Gabriel Jesus,53,0
https://www.xscores.com/soccer/match/arsenal-vs-brighton/17-12-2023/2139579,Regular goal,2-0,Kai Havertz,87,0
https://www.xscores.com/soccer/match/brentford-vs-aston-villa/17-12-2023/2139578,Regular goal,1-0,Keane Lewis-Potter,45,0
https://www.xscores.com/soccer/match/brentford-vs-aston-villa/17-12-2023/2139578,Regular goal,1-1,Alex Moreno,77,0
https://www.xscores.com/soccer/match/brentford-vs-aston-villa/17-12-2023/2139578,Regular goal,1-2,Ollie Watkins,85,0
https://www.xscores.com/soccer/match/west-ham-vs-wolverhampton/17-12-2023/2139588,Regular goal,1-0,Mohammed Kudus,22,0
https://www.xscores.com/soccer/match/west-ham-vs-wolverhampton/17-12-2023/2139588,Regular goal,2-0,Mohammed Kudus,32,0
https://www.xscores.com/soccer/match/west-ham-vs-wolverhampton/17-12-2023/2139588,Regular goal,3-0,Jarrod Bowen,74,0
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,0-1,Tahith Chong,9,0
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,0-2,Chiedozie Ogbene,31,0
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,0-3,Ross Barkley,45,1
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,1-3,Dominic Solanke,50,0
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,2-3,Illia Zabarnyi,62,0
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,3-3,Antoine Semenyo,64,0
https://www.xscores.com/soccer/match/bournemouth-vs-luton/13-03-2024/2273594,Regular goal,4-3,Antoine Semenyo,83,0
https://www.xscores.com/soccer/match/crystal-palace-vs-brighton/21-12-2023/2139586,Regular goal,1-0,Jordan Ayew,45,0
https://www.xscores.com/soccer/match/crystal-palace-vs-brighton/21-12-2023/2139586,Regular goal,1-1,Danny Welbeck,82,0
https://www.xscores.com/soccer/match/aston-villa-vs-sheffield-united/22-12-2023/2139587,Regular goal,0-1,Cameron Archer,87,0
https://www.xscores.com/soccer/match/aston-villa-vs-sheffield-united/22-12-2023/2139587,Regular goal,1-1,Nicolo Zaniolo,90,7
https://www.xscores.com/soccer/match/west-ham-vs-manchester-united/23-12-2023/2139600,Regular goal,1-0,Jarrod Bowen,72,0
https://www.xscores.com/soccer/match/west-ham-vs-manchester-united/23-12-2023/2139600,Regular goal,2-0,Mohammed Kudus,78,0
https://www.xscores.com/soccer/match/fulham-vs-burnley/23-12-2023/2139594,Regular goal,0-1,Wilson Odobert,47,0
https://www.xscores.com/soccer/match/fulham-vs-burnley/23-12-2023/2139594,Regular goal,0-2,Sander Berge,66,0
https://www.xscores.com/soccer/match/luton-vs-newcastle/23-12-2023/2139596,Regular goal,1-0,Andros Townsend,25,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-bournemouth/23-12-2023/2139598,Regular goal,1-0,Anthony Elanga,47,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-bournemouth/23-12-2023/2139598,Regular goal,1-1,Dominic Solanke,51,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-bournemouth/23-12-2023/2139598,Regular goal,1-2,Dominic Solanke,58,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-bournemouth/23-12-2023/2139598,Regular goal,2-2,Chris Wood,74,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-bournemouth/23-12-2023/2139598,Regular goal,2-3,Dominic Solanke,90,4
https://www.xscores.com/soccer/match/tottenham-vs-everton/23-12-2023/2139599,Regular goal,1-0,Richarlison,9,0
https://www.xscores.com/soccer/match/tottenham-vs-everton/23-12-2023/2139599,Regular goal,2-0,Heung-Min Son,18,0
https://www.xscores.com/soccer/match/tottenham-vs-everton/23-12-2023/2139599,Regular goal,2-1,Andre Gomes,82,0
https://www.xscores.com/soccer/match/liverpool-vs-arsenal/23-12-2023/2139595,Regular goal,0-1,Gabriel,4,0
https://www.xscores.com/soccer/match/liverpool-vs-arsenal/23-12-2023/2139595,Regular goal,1-1,Mohamed Salah,29,0
https://www.xscores.com/soccer/match/wolverhampton-vs-chelsea/24-12-2023/2139608,Regular goal,1-0,Mario Lemina,51,0
https://www.xscores.com/soccer/match/wolverhampton-vs-chelsea/24-12-2023/2139608,Regular goal,2-0,Matt Doherty,90,3
https://www.xscores.com/soccer/match/wolverhampton-vs-chelsea/24-12-2023/2139608,Regular goal,2-1,Christopher Nkunku,90,6
https://www.xscores.com/soccer/match/manchester-city-vs-brentford/20-02-2024/2139597,Regular goal,1-0,Erling Haaland,71,0
https://www.xscores.com/soccer/match/newcastle-vs-nottingham-forest/26-12-2023/2139616,Penalty,1-0,Alexander Isak,23,0
https://www.xscores.com/soccer/match/newcastle-vs-nottingham-forest/26-12-2023/2139616,Regular goal,1-1,Chris Wood,45,1
https://www.xscores.com/soccer/match/newcastle-vs-nottingham-forest/26-12-2023/2139616,Regular goal,1-2,Chris Wood,53,0
https://www.xscores.com/soccer/match/newcastle-vs-nottingham-forest/26-12-2023/2139616,Regular goal,1-3,Chris Wood,60,0
https://www.xscores.com/soccer/match/bournemouth-vs-fulham/26-12-2023/2139607,Regular goal,1-0,Justin Kluivert,44,0
https://www.xscores.com/soccer/match/bournemouth-vs-fulham/26-12-2023/2139607,Penalty,2-0,Dominic Solanke,62,0
https://www.xscores.com/soccer/match/bournemouth-vs-fulham/26-12-2023/2139607,Regular goal,3-0,Luis Sinisterra,90,3
https://www.xscores.com/soccer/match/sheffield-united-vs-luton/26-12-2023/2139615,Regular goal,0-1,Alfie Doughty,17,0
https://www.xscores.com/soccer/match/sheffield-united-vs-luton/26-12-2023/2139615,Regular goal,1-1,Oliver McBurnie,61,0
https://www.xscores.com/soccer/match/sheffield-united-vs-luton/26-12-2023/2139615,Regular goal,2-1,Anel Ahmedhodzic,69,0
https://www.xscores.com/soccer/match/sheffield-united-vs-luton/26-12-2023/2139615,Own goal,2-2,Jack Robinson,77,0
https://www.xscores.com/soccer/match/sheffield-united-vs-luton/26-12-2023/2139615,Own goal,2-3,Anis Ben Slimane,81,0
https://www.xscores.com/soccer/match/burnley-vs-liverpool/26-12-2023/2139604,Regular goal,0-1,Darwin Nunez,6,0
https://www.xscores.com/soccer/match/burnley-vs-liverpool/26-12-2023/2139604,Regular goal,0-2,Diogo Jota,90,0
https://www.xscores.com/soccer/match/manchester-united-vs-aston-villa/26-12-2023/2139602,Regular goal,0-1,John McGinn,21,0
https://www.xscores.com/soccer/match/manchester-united-vs-aston-villa/26-12-2023/2139602,Regular goal,0-2,Leander Dendoncker,26,0
https://www.xscores.com/soccer/match/manchester-united-vs-aston-villa/26-12-2023/2139602,Regular goal,1-2,Alejandro Garnacho,59,0
https://www.xscores.com/soccer/match/manchester-united-vs-aston-villa/26-12-2023/2139602,Regular goal,2-2,Alejandro Garnacho,71,0
https://www.xscores.com/soccer/match/manchester-united-vs-aston-villa/26-12-2023/2139602,Regular goal,3-2,Rasmus Hoejlund,82,0
https://www.xscores.com/soccer/match/brentford-vs-wolverhampton/27-12-2023/2139605,Regular goal,0-1,Mario Lemina,13,0
https://www.xscores.com/soccer/match/brentford-vs-wolverhampton/27-12-2023/2139605,Regular goal,0-2,Hee-Chan Hwang,14,0
https://www.xscores.com/soccer/match/brentford-vs-wolverhampton/27-12-2023/2139605,Regular goal,1-2,Yoane Wissa,16,0
https://www.xscores.com/soccer/match/brentford-vs-wolverhampton/27-12-2023/2139605,Regular goal,1-3,Hee-Chan Hwang,28,0
https://www.xscores.com/soccer/match/brentford-vs-wolverhampton/27-12-2023/2139605,Regular goal,1-4,Jean-Ricner Bellegarde,79,0
https://www.xscores.com/soccer/match/chelsea-vs-crystal-palace/27-12-2023/2139603,Regular goal,1-0,Mykhaylo Mudryk,13,0
https://www.xscores.com/soccer/match/chelsea-vs-crystal-palace/27-12-2023/2139603,Regular goal,1-1,Michael Olise,45,1
https://www.xscores.com/soccer/match/chelsea-vs-crystal-palace/27-12-2023/2139603,Penalty,2-1,Noni Madueke,89,0
https://www.xscores.com/soccer/match/everton-vs-manchester-city/27-12-2023/2139601,Regular goal,1-0,Jack Harrison,29,0
https://www.xscores.com/soccer/match/everton-vs-manchester-city/27-12-2023/2139601,Regular goal,1-1,Phil Foden,53,0
https://www.xscores.com/soccer/match/everton-vs-manchester-city/27-12-2023/2139601,Penalty,1-2,Julian Alvarez,64,0
https://www.xscores.com/soccer/match/everton-vs-manchester-city/27-12-2023/2139601,Regular goal,1-3,Bernardo Silva,86,0
https://www.xscores.com/soccer/match/brighton-vs-tottenham/28-12-2023/2139617,Regular goal,1-0,Jack Hinshelwood,11,0
https://www.xscores.com/soccer/match/brighton-vs-tottenham/28-12-2023/2139617,Penalty,2-0,Joao Pedro,23,0
https://www.xscores.com/soccer/match/brighton-vs-tottenham/28-12-2023/2139617,Regular goal,3-0,Pervis Estupinan,63,0
https://www.xscores.com/soccer/match/brighton-vs-tottenham/28-12-2023/2139617,Penalty,4-0,Joao Pedro,75,0
https://www.xscores.com/soccer/match/brighton-vs-tottenham/28-12-2023/2139617,Regular goal,4-1,Alejo Veliz,81,0
https://www.xscores.com/soccer/match/brighton-vs-tottenham/28-12-2023/2139617,Regular goal,4-2,Ben Davies,85,0
https://www.xscores.com/soccer/match/arsenal-vs-west-ham/28-12-2023/2139606,Regular goal,0-1,Tomas Soucek,13,0
https://www.xscores.com/soccer/match/arsenal-vs-west-ham/28-12-2023/2139606,Regular goal,0-2,Konstantinos Mavropanos,55,0
https://www.xscores.com/soccer/match/luton-vs-chelsea/30-12-2023/2139610,Regular goal,0-1,Cole Palmer,12,0
https://www.xscores.com/soccer/match/luton-vs-chelsea/30-12-2023/2139610,Regular goal,0-2,Noni Madueke,37,0
https://www.xscores.com/soccer/match/luton-vs-chelsea/30-12-2023/2139610,Regular goal,0-3,Cole Palmer,70,0
https://www.xscores.com/soccer/match/luton-vs-chelsea/30-12-2023/2139610,Regular goal,1-3,Ross Barkley,80,0
https://www.xscores.com/soccer/match/luton-vs-chelsea/30-12-2023/2139610,Regular goal,2-3,Elijah Adebayo,87,0
https://www.xscores.com/soccer/match/aston-villa-vs-burnley/30-12-2023/2139614,Regular goal,1-0,Leon Bailey,28,0
https://www.xscores.com/soccer/match/aston-villa-vs-burnley/30-12-2023/2139614,Regular goal,1-1,Zeki Amdouni,30,0
https://www.xscores.com/soccer/match/aston-villa-vs-burnley/30-12-2023/2139614,Regular goal,2-1,Moussa Diaby,42,0
https://www.xscores.com/soccer/match/aston-villa-vs-burnley/30-12-2023/2139614,Regular goal,2-2,Lyle Foster,71,0
https://www.xscores.com/soccer/match/aston-villa-vs-burnley/30-12-2023/2139614,Penalty,3-2,Douglas Luiz,89,0
https://www.xscores.com/soccer/match/crystal-palace-vs-brentford/30-12-2023/2139613,Regular goal,0-1,Keane Lewis-Potter,2,0
https://www.xscores.com/soccer/match/crystal-palace-vs-brentford/30-12-2023/2139613,Regular goal,1-1,Michael Olise,14,0
https://www.xscores.com/soccer/match/crystal-palace-vs-brentford/30-12-2023/2139613,Regular goal,2-1,Eberechi Eze,39,0
https://www.xscores.com/soccer/match/crystal-palace-vs-brentford/30-12-2023/2139613,Regular goal,3-1,Michael Olise,58,0
https://www.xscores.com/soccer/match/manchester-city-vs-sheffield-united/30-12-2023/2139609,Regular goal,1-0,Rodri,14,0
https://www.xscores.com/soccer/match/manchester-city-vs-sheffield-united/30-12-2023/2139609,Regular goal,2-0,Julian Alvarez,61,0
https://www.xscores.com/soccer/match/wolverhampton-vs-everton/30-12-2023/2139621,Regular goal,1-0,Max Kilman,25,0
https://www.xscores.com/soccer/match/wolverhampton-vs-everton/30-12-2023/2139621,Regular goal,2-0,Matheus Cunha,53,0
https://www.xscores.com/soccer/match/wolverhampton-vs-everton/30-12-2023/2139621,Regular goal,3-0,Craig Dawson,61,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-manchester-united/30-12-2023/2139618,Regular goal,1-0,Nicolas Dominguez,64,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-manchester-united/30-12-2023/2139618,Regular goal,1-1,Marcus Rashford,78,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-manchester-united/30-12-2023/2139618,Regular goal,2-1,Morgan Gibbs-White,82,0
https://www.xscores.com/soccer/match/fulham-vs-arsenal/31-12-2023/2139612,Regular goal,0-1,Bukayo Saka,5,0
https://www.xscores.com/soccer/match/fulham-vs-arsenal/31-12-2023/2139612,Regular goal,1-1,Raul Jimenez,29,0
https://www.xscores.com/soccer/match/fulham-vs-arsenal/31-12-2023/2139612,Regular goal,2-1,Bobby Reid,59,0
https://www.xscores.com/soccer/match/tottenham-vs-bournemouth/31-12-2023/2139619,Regular goal,1-0,Pape Sarr,9,0
https://www.xscores.com/soccer/match/tottenham-vs-bournemouth/31-12-2023/2139619,Regular goal,2-0,Heung-Min Son,71,0
https://www.xscores.com/soccer/match/tottenham-vs-bournemouth/31-12-2023/2139619,Regular goal,3-0,Richarlison,80,0
https://www.xscores.com/soccer/match/tottenham-vs-bournemouth/31-12-2023/2139619,Regular goal,3-1,Alex Scott,84,0
https://www.xscores.com/soccer/match/liverpool-vs-newcastle/01-01-2024/2139611,Regular goal,1-0,Mohamed Salah,49,0
https://www.xscores.com/soccer/match/liverpool-vs-newcastle/01-01-2024/2139611,Regular goal,1-1,Alexander Isak,54,0
https://www.xscores.com/soccer/match/liverpool-vs-newcastle/01-01-2024/2139611,Regular goal,2-1,Curtis Jones,74,0
https://www.xscores.com/soccer/match/liverpool-vs-newcastle/01-01-2024/2139611,Regular goal,3-1,Cody Gakpo,78,0
https://www.xscores.com/soccer/match/liverpool-vs-newcastle/01-01-2024/2139611,Regular goal,3-2,Sven Botman,81,0
https://www.xscores.com/soccer/match/liverpool-vs-newcastle/01-01-2024/2139611,Penalty,4-2,Mohamed Salah,86,0
https://www.xscores.com/soccer/match/burnley-vs-luton/12-01-2024/2139629,Regular goal,1-0,Zeki Amdouni,36,0
https://www.xscores.com/soccer/match/burnley-vs-luton/12-01-2024/2139629,Regular goal,1-1,Carlton Morris,90,2
https://www.xscores.com/soccer/match/chelsea-vs-fulham/13-01-2024/2139628,Penalty,1-0,Cole Palmer,45,4
https://www.xscores.com/soccer/match/newcastle-vs-manchester-city/13-01-2024/2139639,Regular goal,0-1,Bernardo Silva,26,0
https://www.xscores.com/soccer/match/newcastle-vs-manchester-city/13-01-2024/2139639,Regular goal,1-1,Alexander Isak,35,0
https://www.xscores.com/soccer/match/newcastle-vs-manchester-city/13-01-2024/2139639,Regular goal,2-1,Anthony Gordon,37,0
https://www.xscores.com/soccer/match/newcastle-vs-manchester-city/13-01-2024/2139639,Regular goal,2-2,Kevin De Bruyne,74,0
https://www.xscores.com/soccer/match/newcastle-vs-manchester-city/13-01-2024/2139639,Regular goal,2-3,Oscar Bobb,90,1
https://www.xscores.com/soccer/match/manchester-united-vs-tottenham/14-01-2024/2139627,Regular goal,1-0,Rasmus Hoejlund,3,0
https://www.xscores.com/soccer/match/manchester-united-vs-tottenham/14-01-2024/2139627,Regular goal,1-1,Richarlison,19,0
https://www.xscores.com/soccer/match/manchester-united-vs-tottenham/14-01-2024/2139627,Regular goal,2-1,Marcus Rashford,40,0
https://www.xscores.com/soccer/match/manchester-united-vs-tottenham/14-01-2024/2139627,Regular goal,2-2,Rodrigo Bentancur,46,0
https://www.xscores.com/soccer/match/arsenal-vs-crystal-palace/20-01-2024/2139623,Regular goal,1-0,Gabriel,11,0
https://www.xscores.com/soccer/match/arsenal-vs-crystal-palace/20-01-2024/2139623,Regular goal,2-0,Gabriel,37,0
https://www.xscores.com/soccer/match/arsenal-vs-crystal-palace/20-01-2024/2139623,Regular goal,3-0,Leandro Trossard,59,0
https://www.xscores.com/soccer/match/arsenal-vs-crystal-palace/20-01-2024/2139623,Regular goal,4-0,Gabriel Martinelli,90,4
https://www.xscores.com/soccer/match/arsenal-vs-crystal-palace/20-01-2024/2139623,Regular goal,5-0,Gabriel Martinelli,90,5
https://www.xscores.com/soccer/match/brentford-vs-nottingham-forest/20-01-2024/2139624,Regular goal,0-1,Danilo,3,0
https://www.xscores.com/soccer/match/brentford-vs-nottingham-forest/20-01-2024/2139624,Regular goal,1-1,Ivan Toney,19,0
https://www.xscores.com/soccer/match/brentford-vs-nottingham-forest/20-01-2024/2139624,Regular goal,2-1,Ben Mee,58,0
https://www.xscores.com/soccer/match/brentford-vs-nottingham-forest/20-01-2024/2139624,Regular goal,2-2,Chris Wood,65,0
https://www.xscores.com/soccer/match/brentford-vs-nottingham-forest/20-01-2024/2139624,Regular goal,3-2,Neal Maupay,68,0
https://www.xscores.com/soccer/match/sheffield-united-vs-west-ham/21-01-2024/2139626,Regular goal,0-1,Maxwel Cornet,28,0
https://www.xscores.com/soccer/match/sheffield-united-vs-west-ham/21-01-2024/2139626,Regular goal,1-1,Ben Brereton Diaz,44,0
https://www.xscores.com/soccer/match/sheffield-united-vs-west-ham/21-01-2024/2139626,Penalty,1-2,James Ward-Prowse,79,0
https://www.xscores.com/soccer/match/sheffield-united-vs-west-ham/21-01-2024/2139626,Penalty,2-2,Oliver McBurnie,90,13
https://www.xscores.com/soccer/match/bournemouth-vs-liverpool/21-01-2024/2139622,Regular goal,0-1,Darwin Nunez,49,0
https://www.xscores.com/soccer/match/bournemouth-vs-liverpool/21-01-2024/2139622,Regular goal,0-2,Diogo Jota,70,0
https://www.xscores.com/soccer/match/bournemouth-vs-liverpool/21-01-2024/2139622,Regular goal,0-3,Diogo Jota,79,0
https://www.xscores.com/soccer/match/bournemouth-vs-liverpool/21-01-2024/2139622,Regular goal,0-4,Darwin Nunez,90,3
https://www.xscores.com/soccer/match/nottingham-forest-vs-arsenal/30-01-2024/2139640,Regular goal,0-1,Gabriel Jesus,65,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-arsenal/30-01-2024/2139640,Regular goal,0-2,Bukayo Saka,72,0
https://www.xscores.com/soccer/match/nottingham-forest-vs-arsenal/30-01-2024/2139640,Regular goal,1-2,Taiwo Awoniyi,89,0
https://www.xscores.com/soccer/match/luton-vs-brighton/30-01-2024/2139637,Regular goal,1-0,Elijah Adebayo,1,0
